PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,close,open,volume,high,low
863,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,48,0,0,17466,25.9292,D17,S,58.53,57.6,91373170,60.31,57.31
864,0,3,"Sage, Miss. Dorothy Edith ""Dolly""",female,,8,2,CA. 2343,69.55,,S,59.16,63.08,114767600,63.18,58.68
865,0,2,"Gill, Mr. John William",male,24,0,0,233866,13,,S,62.41,59.63,99918180,62.4558,59.1882
866,1,2,"Bystrom, Mrs. (Karolina)",female,42,0,0,236852,13,,S,58.1901,57.68,78732130,58.71,57.17
867,1,2,"Duran y More, Miss. Asuncion",female,27,1,0,SC/PARIS 2149,13.8583,,C,56.95,55.9,108324400,58,55.44
868,0,1,"Roebling, Mr. Washington Augustus II",male,31,0,0,PC 17590,50.4958,A24,S,56.749,59.94,125198200,60.2,56.32
869,0,3,"van Melkebeke, Mr. Philemon",male,,0,0,345777,9.5,,S,59.49,62.55,83585460,63.17,59.13
870,1,3,"Johnson, Master. Harold Theodor",male,4,1,1,347742,11.1333,,S,62.72,63.21,66149490,63.91,62.21
871,0,3,"Balkic, Mr. Cerin",male,26,0,0,349248,7.8958,,S,62.62,60.46,59098260,62.66,60.24
872,1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,47,1,1,11751,52.5542,D35,S,60.24,60.78,52921180,61.52,59.87
873,0,1,"Carlsson, Mr. Frans Olof",male,33,0,0,695,5,B51 B53 B55,S,60.01,61.34,66888000,61.95,59.335
874,0,3,"Vander Cruyssen, Mr. Victor",male,47,0,0,345765,9,,S,60.97,60.51,112453500,61.9,57.98
875,1,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28,1,0,P/PP 3381,24,,C,60.385,64.74,97436810,64.95,60.37
876,1,3,"Najib, Miss. Adele Kiamie ""Jane""",female,15,0,0,2667,7.225,,C,64.89,64.89,68168890,66.19,63.78
877,0,3,"Gustafsson, Mr. Alfred Ossian",male,20,0,0,7534,9.8458,,S,64.1,67.19,85551700,67.36,63.36
878,0,3,"Petroff, Mr. Nedelio",male,19,0,0,349212,7.8958,,S,67.24,67.53,59993420,67.92,66.1786
879,0,3,"Laleff, Mr. Kristo",male,,0,0,349217,7.8958,,S,66.97,68.01,44344660,68.23,66.82
880,1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,56,0,1,11767,83.1583,C50,C,68.24,69.17,43909250,69.29,67.465
881,1,2,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25,0,1,230433,26,,S,69.19,68.76,40731150,69.6,68.3
882,0,3,"Markun, Mr. Johann",male,33,0,0,349257,7.8958,,S,68.7399,68.18,52098860,68.95,66.62
883,0,3,"Dahlberg, Miss. Gerda Ulrika",female,22,0,0,7552,10.5167,,S,67.72,68.49,48095760,69.43,67.46
884,0,2,"Banfield, Mr. Frederick James",male,28,0,0,C.A./SOTON 34068,10.5,,S,68.83,71.29,56954770,71.35,68.15
885,0,3,"Sutehall, Mr. Henry Jr",male,25,0,0,SOTON/OQ 392076,7.05,,S,70.8799,69.86,46332080,71.35,69
886,0,3,"Rice, Mrs. William (Margaret Norton)",female,39,0,5,382652,29.125,,Q,70.1,72.5,59364950,72.59,69.96
887,0,2,"Montvila, Rev. Juozas",male,27,0,0,211536,13,,S,72.03,70.77,59853820,72.15,70.51
888,1,1,"Graham, Miss. Margaret Edith",female,19,0,0,112053,30,B42,S,69.8,71.08,38918700,71.18,69.47
889,0,3,"Johnston, Miss. Catherine Helen ""Carrie""",female,,1,2,W./C. 6607,23.45,,S,70.84,71.88,46023480,71.89,70.25
890,1,1,"Behr, Mr. Karl Howell",male,26,0,0,111369,30,C148,C,71.57,69.69,74560670,71.97,69.62
891,0,3,"Dooley, Mr. Patrick",male,32,0,0,370376,7.75,,Q,68.8,68.66,41996420,68.9,67.62
,,,,,,,,,,,,67.41,66.96,56813110,68.05,66.51
,,,,,,,,,,,,68.46,69.47,66738010,69.88,67.38
,,,,,,,,,,,,68.94,69.34,41638450,70.01,68.87
,,,,,,,,,,,,69.26,70.19,55302090,71.22,68.85
,,,,,,,,,,,,69.85,70.95,52062710,71,69.45
,,,,,,,,,,,,70.78,68.74,76735760,71.44,68.54
,,,,,,,,,,,,68.59,69.69,70923530,69.96,68.45
,,,,,,,,,,,,69.63,67.73,130880100,70.11,65.727
,,,,,,,,,,,,68.06,67.05,60295610,69.08,67
,,,,,,,,,,,,67.3,66.94,43798520,67.5397,66.07
,,,,,,,,,,,,67.09,67.5,36731220,67.58,66.72
,,,,,,,,,,,,67.33,64.18,61883050,67.33,64.05
,,,,,,,,,,,,64.45,64.92,47260370,65.06,64.05
,,,,,,,,,,,,64.851,63.75,45657700,65,63.35
,,,,,,,,,,,,63.548,64.3,43642880,64.49,63.473
,,,,,,,,,,,,64.32,62.27,60762540,64.57,62.22
,,,,,,,,,,,,62.16,61.46,42079800,62.78,61.46
,,,,,,,,,,,,62.19,62.74,51553330,63.16,61.27
,,,,,,,,,,,,62.75,62.05,45977670,63.14,61.82
,,,,,,,,,,,,61.48,63.03,74852940,63.77,60.7
,,,,,,,,,,,,62.57,60.47,87774330,63.37,60.17
,,,,,,,,,,,,61.08,62.12,150128200,62.5,60.46
,,,,,,,,,,,,53.53,54.61,89786860,54.95,53.19
,,,,,,,,,,,,55.14,54.02,48182940,55.28,54
,,,,,,,,,,,,53.55,54.73,73888900,54.9401,51.85
,,,,,,,,,,,,54.45,56.15,55410210,56.42,54.4
,,,,,,,,,,,,56.63,56.37,47945860,56.68,55.6855
,,,,,,,,,,,,57.51,58.85,61349130,59.31,57.1
,,,,,,,,,,,,58.51,56.6,48658930,58.58,56.5
,,,,,,,,,,,,56.3,57.3,40845940,57.82,56.07
,,,,,,,,,,,,57.19,57.26,34537020,58.02,56.83
,,,,,,,,,,,,57.6,57.98,33655610,58.57,57.27
,,,,,,,,,,,,57.74,56.46,37487240,57.78,56.1
,,,,,,,,,,,,55.91,57.91,62888480,58.25,55.38
,,,,,,,,,,,,57.94,57.13,42443990,58.3,57.06
,,,,,,,,,,,,57.22,58.65,92236170,58.96,56.65
,,,,,,,,,,,,58.23,57.6,56669280,58.41,57.23
,,,,,,,,,,,,57.92,57.7,77201940,58.55,57.22
,,,,,,,,,,,,57.2,54.42,68773580,57.26,54.05
,,,,,,,,,,,,54.557,55.02,38244700,55.65,54.53
,,,,,,,,,,,,54.71,54.83,43188990,55.22,54.19
,,,,,,,,,,,,54.649,54.12,43069960,54.86,53.91
,,,,,,,,,,,,53.71,54.93,68195850,55.18,53.43
,,,,,,,,,,,,55.44,57.48,60251230,57.68,55.25
,,,,,,,,,,,,57.73,58.32,55024630,58.38,57.37
,,,,,,,,,,,,57.96,58.27,46617750,58.58,56.91
,,,,,,,,,,,,57.77,55.5,98124560,58.32,55.45
,,,,,,,,,,,,55.12,54.93,224195500,55.15,54.23
,,,,,,,,,,,,55.05,54.33,89722000,55.19,53.95
,,,,,,,,,,,,55.57,54.86,75831750,55.89,53.75
,,,,,,,,,,,,54.86,54.76,78480680,55.18,54.24
,,,,,,,,,,,,53.81,53.25,84971770,54.5,52.91
,,,,,,,,,,,,53.32,51.66,82517560,53.5,51.34
,,,,,,,,,,,,51.83,51.045,92467060,52.07,50.66
,,,,,,,,,,,,49.38,50.55,62295230,50.77,49.01
,,,,,,,,,,,,50.245,48.64,68301310,50.77,48.54
,,,,,,,,,,,,48.84,48.09,35930850,48.97,47.74
,,,,,,,,,,,,47.94,48.98,42877640,49.39,47.71
,,,,,,,,,,,,48.34,48.15,43773340,48.7,47.87
,,,,,,,,,,,,48.62,46.46,60306210,48.77,46.26
,,,,,,,,,,,,46.73,46.75,31998810,47.2,46.29
,,,,,,,,,,,,47.06,46.9,50674560,47.54,46.26
,,,,,,,,,,,,47.01,46.75,22953920,47.21,46.5
,,,,,,,,,,,,46.49,45.97,44887500,46.67,45.53
,,,,,,,,,,,,45.89,44.66,81892990,46.17,43.55
,,,,,,,,,,,,44.82,46.36,82469790,46.65,44.04
,,,,,,,,,,,,46.23,47.04,40465250,47.27,45.96
,,,,,,,,,,,,46.7,46.99,34821540,47.46,46.685
,,,,,,,,,,,,46.43,46.61,53833880,47.55,46.31
,,,,,,,,,,,,46.36,46.26,75452630,47,45.72
,,,,,,,,,,,,45.83,48.47,85676080,48.84,45.8
,,,,,,,,,,,,49.01,49.11,42394340,49.48,48.71
,,,,,,,,,,,,48.99,48.7,75042140,49.57,48.03
,,,,,,,,,,,,48.71,46.23,79082730,48.74,46.06
,,,,,,,,,,,,46.605,46,68071910,47.37,45.83
,,,,,,,,,,,,46.2,47.04,80718180,47.53,45.73
,,,,,,,,,,,,47.53,47.81,70540080,48.65,47.25
,,,,,,,,,,,,47.56,49.24,96906910,49.87,47.3
,,,,,,,,,,,,49.12,50.26,67745300,50.45,48.71
,,,,,,,,,,,,50.105,47.79,76659340,50.18,47.51
,,,,,,,,,,,,48.22,49.365,80194620,49.75,48.02
,,,,,,,,,,,,49.75,50.85,94776920,52.09,49.72
,,,,,,,,,,,,50.205,47.155,248338900,52,46.5
,,,,,,,,,,,,49.01,50,111666400,50.21,48.75
,,,,,,,,,,,,49.395,50.73,101787400,50.79,49.25
,,,,,,,,,,,,50.229,51.54,73116480,51.7,49.61
,,,,,,,,,,,,51.95,53.18,44931490,53.24,51.88
,,,,,,,,,,,,52.445,52.38,46436620,52.84,51.5928
,,,,,,,,,,,,51.9,51.75,57037800,52.25,51.13
,,,,,,,,,,,,52.675,54.33,83047340,54.76,52.2
,,,,,,,,,,,,53.85,54.68,57935890,54.81,53.51
,,,,,,,,,,,,54.22,54.18,88118540,54.825,53.6
,,,,,,,,,,,,52.21,51.12,70836230,52.22,50.95
,,,,,,,,,,,,51.135,50.04,64406590,51.24,49.9
,,,,,,,,,,,,49.5,49.99,80838680,51,49.18
,,,,,,,,,,,,49.51,48.31,68639410,49.63,47.91
,,,,,,,,,,,,49.11,49.18,58342770,49.87,48.79
,,,,,,,,,,,,49.05,47.865,99370750,49.68,47.83
,,,,,,,,,,,,46.77,47.375,147056800,47.84,45.26
,,,,,,,,,,,,47.14,50.6,135628200,50.6,47.08
,,,,,,,,,,,,50.515,50.73,57061640,51.29,50.4
,,,,,,,,,,,,51.04,49.77,74312720,51.16,49.57
,,,,,,,,,,,,49.183,50.47,81651010,50.72,49.06
,,,,,,,,,,,,50.28,50.13,62686500,51.1,49.95
,,,,,,,,,,,,50.42,49.97,97946230,51.03,49.45
,,,,,,,,,,,,50.23,50.14,99504810,51.6,49.8
,,,,,,,,,,,,51.24,50.29,81192310,51.28,49.86
,,,,,,,,,,,,50.39,50.01,97976810,50.6,49.5
,,,,,,,,,,,,49.46,49.23,87566700,49.54,48.46
,,,,,,,,,,,,48.45,48.505,136274400,49.66,48.16
,,,,,,,,,,,,47.19,47.28,75170550,47.55,46.29
,,,,,,,,,,,,47.49,46.32,115259600,47.6,45.74
,,,,,,,,,,,,45.98,45.51,63854770,46.05,45.23
,,,,,,,,,,,,45.23,44.84,79172720,45.47,44.395
,,,,,,,,,,,,45.07,42.5,91748330,45.44,42.43
,,,,,,,,,,,,42.51,44.85,70580670,44.94,42.43
,,,,,,,,,,,,44.31,45.04,52706530,45.08,43.93
,,,,,,,,,,,,44.75,45.53,67943630,45.62,44.65
,,,,,,,,,,,,45.04,43.39,71840960,45.09,43.11
,,,,,,,,,,,,43.6,44.24,54453960,44.26,43.23
,,,,,,,,,,,,44.04,44.36,75634970,44.79,43.7
,,,,,,,,,,,,43.95,43.09,117375700,44.61,42.4
,,,,,,,,,,,,42.66,41.79,49931010,42.765,41.77
,,,,,,,,,,,,41.78,42.01,42472010,42.17,41.44
,,,,,,,,,,,,41.87,41.84,48666190,42.165,41.51
,,,,,,,,,,,,41.294,42.025,67565220,42.26,41.06
,,,,,,,,,,,,41.28,40.89,58153720,41.78,40.8
,,,,,,,,,,,,40.548,39.96,57617060,40.85,39.88
,,,,,,,,,,,,39.64,40.68,72556560,41.2,39.42
,,,,,,,,,,,,41.34,40.9,93901000,41.94,40.62
,,,,,,,,,,,,40.55,39,86246160,40.63,38.93
,,,,,,,,,,,,38.55,38.37,21859280,38.75,38.34
,,,,,,,,,,,,38.32,38.38,45998690,38.85,38.145
,,,,,,,,,,,,38.41,38.35,57879220,38.58,37.69
,,,,,,,,,,,,37.81,37.43,57411950,38.28,37.14
,,,,,,,,,,,,37.08,36.97,45749580,37.49,36.9
,,,,,,,,,,,,36.56,36.36,56429530,37.07,36.0201
,,,,,,,,,,,,36.65,36.83,48299100,37.55,36.62
,,,,,,,,,,,,37.019,38.24,65248000,38.32,36.77
,,,,,,,,,,,,38.22,38.2,31096900,38.5,38.1
,,,,,,,,,,,,38.5,38.59,43510970,38.74,38.01
,,,,,,,,,,,,38.54,39.13,41182770,39.19,38.43
,,,,,,,,,,,,38.87,38.61,68711580,38.94,37.7
,,,,,,,,,,,,38.55,39.11,63834190,39.25,37.94
,,,,,,,,,,,,39.189,38.43,79798290,39.32,38.25
,,,,,,,,,,,,38.05,37.66,72731240,38.49,37.5
,,,,,,,,,,,,37.489,37.3,105865000,38.29,36.92
,,,,,,,,,,,,36.8,37.96,154704200,38.31,36.33
,,,,,,,,,,,,37.627,35.65,172937500,37.96,35.32
,,,,,,,,,,,,35.43,34.07,124716100,35.63,34.01
,,,,,,,,,,,,34.01,33.77,135881500,34.73,33.56
,,,,,,,,,,,,34.359,33.545,365091700,34.88,32.75
,,,,,,,,,,,,26.51,26.32,75364480,26.53,26.05
,,,,,,,,,,,,26.13,26.1,28138680,26.3,25.97
,,,,,,,,,,,,26.045,25.99,27490350,26.13,25.72
,,,,,,,,,,,,25.881,25.82,46515740,26.1077,25.6
,,,,,,,,,,,,26.18,26.75,24697620,26.77,26.12
,,,,,,,,,,,,26.65,26.37,21491940,26.78,26.3
,,,,,,,,,,,,26.32,26.39,30779130,26.75,26.01
,,,,,,,,,,,,26.28,25.93,24200400,26.43,25.65
,,,,,,,,,,,,25.91,25.74,16498340,25.93,25.55
,,,,,,,,,,,,25.81,25.96,26756400,26,25.45
,,,,,,,,,,,,25.8,25.58,26744350,25.83,25.47
,,,,,,,,,,,,25.48,25.07,30334450,25.49,25.03
,,,,,,,,,,,,24.71,24.47,27043580,25.04,24.42
,,,,,,,,,,,,24.37,24.65,20202440,24.66,24.2
,,,,,,,,,,,,24.52,24.22,10404330,24.71,24.15
,,,,,,,,,,,,24.41,24.7,18346010,24.77,24.3
,,,,,,,,,,,,24.81,24.9694,20539520,25.0601,24.62
,,,,,,,,,,,,24.88,24.68,96737620,24.98,24.42
,,,,,,,,,,,,24.66,24.24,34641060,24.84,24.21
,,,,,,,,,,,,24.16,24.51,29860530,24.65,23.99
,,,,,,,,,,,,24.25,24.14,24710300,24.43,24.04
,,,,,,,,,,,,23.935,23.95,40586430,24.11,23.38
,,,,,,,,,,,,24.53,24.59,45800870,24.7,24.05
,,,,,,,,,,,,23.9,24.28,42716660,24.745,23.65
,,,,,,,,,,,,24.309,24.2,31732970,25.19,24.1
,,,,,,,,,,,,24.21,24.09,36667860,24.69,24.08
,,,,,,,,,,,,24.022,23.91,33601370,24.25,23.75
,,,,,,,,,,,,23.63,23.56,30603420,23.89,23.26
,,,,,,,,,,,,23.73,23.72,31095780,23.83,23.265
,,,,,,,,,,,,23.77,24.16,26404420,24.26,23.58
,,,,,,,,,,,,24.03,24.03,29837670,24.35,24
,,,,,,,,,,,,24.33,24.06,58311370,24.6,23.99
,,,,,,,,,,,,23.291,23.03,38679530,23.4,22.86
,,,,,,,,,,,,22.97,22.99,31224400,23.09,22.67
,,,,,,,,,,,,22.899,23.35,53759680,23.705,22.79
,,,,,,,,,,,,23.52,23.89,34748310,23.93,23.32
,,,,,,,,,,,,23.848,24.265,35693200,24.32,23.71
,,,,,,,,,,,,24.348,24.63,35879190,24.95,24.27
,,,,,,,,,,,,24.55,24.13,60555780,24.779,23.93
,,,,,,,,,,,,23.32,23.79,64115760,23.81,23.26
,,,,,,,,,,,,24.1,24.54,50042490,24.54,23.92
,,,,,,,,,,,,24.3125,24.97,58653470,24.97,24.08
,,,,,,,,,,,,25.06,24.8,37654530,25.53,24.77
,,,,,,,,,,,,25.159,25.65,45198860,25.85,24.92
,,,,,,,,,,,,25.66,25.87,26163000,26.075,25.59
,,,,,,,,,,,,25.759,26.18,42345840,26.19,25.69
,,,,,,,,,,,,26.25,26.4,29426640,26.6,26.2
,,,,,,,,,,,,26.13,26.48,35473010,26.55,25.9
,,,,,,,,,,,,26.6,26.92,30257960,26.99,26.4
,,,,,,,,,,,,27.07,26.885,24899510,27.28,26.82
,,,,,,,,,,,,26.82,26.6,29003230,27.325,26.531
,,,,,,,,,,,,26.68,27.14,30796410,27.3,26.57
,,,,,,,,,,,,27.04,27.08,33367040,27.55,26.85
,,,,,,,,,,,,27.12,26.88,34592220,27.3,26.65
,,,,,,,,,,,,26.889,27.55,41181810,27.85,26.85
,,,,,,,,,,,,27.57,28.33,43816260,28.46,27.48
,,,,,,,,,,,,28.311,29.04,58210590,29.07,28.15
,,,,,,,,,,,,28.97,28.01,104142100,29.02,27.98
,,,,,,,,,,,,27.43,27.85,63228690,27.915,27.31
,,,,,,,,,,,,27.769,27.13,36158480,27.85,27.005
,,,,,,,,,,,,26.98,27.16,28880330,27.41,26.86
,,,,,,,,,,,,26.85,26.6,32952000,27.62,26.6
,,,,,,,,,,,,26.14,26.07,17085990,26.4,26
,,,,,,,,,,,,26.11,25.93,19701820,26.4,25.8
,,,,,,,,,,,,25.98,26.215,25136620,26.33,25.77
,,,,,,,,,,,,25.97,25.81,25626190,26.36,25.7
,,,,,,,,,,,,25.73,25.62,20349350,25.96,25.33
,,,,,,,,,,,,25.69,26.82,39017530,26.82,25.15
,,,,,,,,,,,,26.625,26.65,26409810,27.2,26.39
,,,,,,,,,,,,26.92,26.81,27354550,27.11,26.4
,,,,,,,,,,,,26.52,27.16,30157610,27.48,26.36
,,,,,,,,,,,,27.4,28,28645390,28,27.24
,,,,,,,,,,,,28.0175,27.48,33317050,28.1,27.25
,,,,,,,,,,,,27.57,27.01,45868010,27.84,26.9
,,,,,,,,,,,,26.59,26.58,21271210,26.89,26.42
,,,,,,,,,,,,26.849,27.19,27213210,27.2,26.63
,,,,,,,,,,,,27.39,26.86,64468590,27.8,26.61
,,,,,,,,,,,,27.0725,26.62,81884030,27.2301,26.11
,,,,,,,,,,,,26.25,25.83,48093190,26.39,25.7
,,,,,,,,,,,,25.42,25.77,35121310,26.12,25.3
,,,,,,,,,,,,25.53,25.63,22205800,25.89,25.28
,,,,,,,,,,,,25.58,26.09,28564300,26.17,25.52
,,,,,,,,,,,,26.09,25,52246250,26.28,24.72
,,,,,,,,,,,,25.205,25.08,26931720,25.48,25.03
,,,,,,,,,,,,25.131,25.75,39115300,25.8,25.078
,,,,,,,,,,,,25.73,25.796,18420580,26.01,25.63
,,,,,,,,,,,,25.74,25.66,24297020,26.11,25.56
,,,,,,,,,,,,25.86,26.68,43922190,26.69,25.78
,,,,,,,,,,,,26.55,26.53,25222620,26.9,26.21
,,,,,,,,,,,,26.49,26.37,26610250,26.79,25.78
,,,,,,,,,,,,26.645,27.03,31554310,27.06,26.56
,,,,,,,,,,,,27.04,27.1,27604220,27.43,26.83
,,,,,,,,,,,,27.08,27.62,39527710,27.65,26.92
,,,,,,,,,,,,27.83,28.1,27498230,28.32,27.6
,,,,,,,,,,,,28.14,28.01,35585960,28.64,27.83
,,,,,,,,,,,,27.96,28.425,44161320,28.47,27.73
,,,,,,,,,,,,28.578,27.57,74408360,28.675,27.47
,,,,,,,,,,,,27.4525,28.1,33464760,28.13,27.35
,,,,,,,,,,,,27.52,27.88,40184170,28.18,27.21
,,,,,,,,,,,,27.72,27.76,32363520,28.06,27.44
,,,,,,,,,,,,27.78,27.05,54032140,28.1164,26.81
,,,,,,,,,,,,27.25,26.84,82952930,27.3,26.34
,,,,,,,,,,,,26.87,27.34,44203880,27.34,26.63
,,,,,,,,,,,,27.39,27.36,31579420,27.46,26.7
,,,,,,,,,,,,27.27,27.16,34480840,27.64,27.15
,,,,,,,,,,,,27.13,27.62,36287100,27.63,26.82
,,,,,,,,,,,,27.283,28.28,49583120,28.55,27.15
,,,,,,,,,,,,28.462,28.92,42037050,29.05,28.33
,,,,,,,,,,,,28.93,28.23,49216780,29.08,28.12
,,,,,,,,,,,,28.32,28.52,32986500,28.75,28.09
,,,,,,,,,,,,28.5,28.02,35565550,28.63,28.01
,,,,,,,,,,,,27.9075,27.36,50053630,28.32,27.31
,,,,,,,,,,,,27.37,27.67,93390430,28.16,27.1
,,,,,,,,,,,,28.26,28.61,36619600,28.68,28.04
,,,,,,,,,,,,28.545,28.89,37636360,29.17,28.51
,,,,,,,,,,,,28.65,29.11,34410230,29.15,28.27
,,,,,,,,,,,,29.05,28.74,38301680,29.29,28.66
,,,,,,,,,,,,28.64,28.26,47790880,28.96,28.04
,,,,,,,,,,,,28.109,29.06,92128780,29.2,28.01
,,,,,,,,,,,,29.73,31.01,85730540,31.02,29.63
,,,,,,,,,,,,30.981,29.15,190522200,31.47,28.74
,,,,,,,,,,,,31.24,30.98,84116810,31.49,30.88
,,,,,,,,,,,,30.79,32,72704310,32.07,30.71
,,,,,,,,,,,,32.469,31.88,59514360,32.5063,31.81
,,,,,,,,,,,,31.54,31.41,54234890,31.93,31.13
,,,,,,,,,,,,31.08,31.27,43747870,31.49,30.81
,,,,,,,,,,,,30.82,31.1,48497840,31.5,30.8
,,,,,,,,,,,,30.729,29.75,54812940,30.89,29.74
,,,,,,,,,,,,29.66,30.31,49552880,30.44,29.27
,,,,,,,,,,,,30.14,30.08,40204750,30.42,30.03
,,,,,,,,,,,,29.85,30.21,75183340,30.35,29.53
,,,,,,,,,,,,30.1,30.64,172961200,31.71,29.88
,,,,,,,,,,,,30.9475,32.08,98585650,32.21,30.62
,,,,,,,,,,,,31.72,31.28,89422580,31.96,31.1
,,,,,,,,,,,,31.3,30.6,95209790,31.45,30.28
,,,,,,,,,,,,30.59,29.67,104443300,30.6,29.49
,,,,,,,,,,,,29.0607,29.51,45791490,29.6,28.86
,,,,,,,,,,,,29.4213,28.69,83712950,29.79,28.65
,,,,,,,,,,,,28.76,28.01,72609630,28.93,27.83
,,,,,,,,,,,,27.77,27.88,63069690,28.47,27.59
,,,,,,,,,,,,28,27.44,69735160,28.18,27.42
,,,,,,,,,,,,26.6197,26.2,60287020,26.99,26.11
,,,,,,,,,,,,25.9112,25.48,56502650,26.11,25.15
,,,,,,,,,,,,26.05,26.55,43425730,26.8,25.52
,,,,,,,,,,,,26.51,27.03,33122100,27.18,26.375
,,,,,,,,,,,,26.93,26.5,28230040,26.96,26.2
,,,,,,,,,,,,26.26,26.66,54365580,27.01,26.12
,,,,,,,,,,,,27.36,27.49,35540640,27.6,27.13
,,,,,,,,,,,,27.41,27.83,61342850,28.22,26.95
,,,,,,,,,,,,27.71,26.96,60474760,27.91,26.9
,,,,,,,,,,,,26.75,26.77,57679070,27,26.32
,,,,,,,,,,,,26.812,28.18,91517810,28.33,26.76
,,,,,,,,,,,,28.24,27.59,80968650,28.75,27.43
,,,,,,,,,,,,27.5801,28,46664930,28.14,27.37
,,,,,,,,,,,,27.98,28.07,77035520,28.24,27.66
,,,,,,,,,,,,27.84,27.17,50463630,28.17,27.1
,,,,,,,,,,,,27.485,27.07,51648160,27.78,26.84
,,,,,,,,,,,,26.97,27.68,45933360,27.75,26.82
,,,,,,,,,,,,27.71,27.75,58899760,27.9,27.26
,,,,,,,,,,,,27.46,27.06,72810360,27.76,26.68
,,,,,,,,,,,,27.04,28,123384900,28.88,26.98
,,,,,,,,,,,,28,27.26,126867400,28,26.76
,,,,,,,,,,,,27.32,26.5,88572990,27.52,26.16
,,,,,,,,,,,,26.36,25.94,49113040,26.49,25.75
,,,,,,,,,,,,26.15,26.04,85687430,26.5,25.46
,,,,,,,,,,,,25.94,24.935,123513900,26.09,24.81
,,,,,,,,,,,,23.998,24.58,29520310,24.68,23.88
,,,,,,,,,,,,24.32,23.22,89720920,24.53,23.05
,,,,,,,,,,,,23.1,22.73,46515660,23.9,22.7
,,,,,,,,,,,,22.92,23.955,84944370,24.12,22.82
,,,,,,,,,,,,23.5607,22.25,107091400,23.93,22.18
,,,,,,,,,,,,22.17,22.34,78808770,22.5,21.65
,,,,,,,,,,,,22.36,20.1,229081600,22.5,19.93
,,,,,,,,,,,,19.86,19.605,71524510,20.11,19.56
,,,,,,,,,,,,20.07,19.15,67220540,20.17,18.87
,,,,,,,,,,,,19.21,19.955,42257790,20,19.13
,,,,,,,,,,,,19.99,20.52,34106840,20.73,19.98
,,,,,,,,,,,,20.47,20.85,33352920,20.95,20.37
,,,,,,,,,,,,21.1712,21.24,29030780,21.37,20.99
,,,,,,,,,,,,21.25,21.1,31752420,21.48,20.92
,,,,,,,,,,,,21.18,21.26,38308550,21.69,21.07
,,,,,,,,,,,,21.21,21.08,37631000,21.44,21.01
,,,,,,,,,,,,21.11,20.82,99311480,21.5,20.73
,,,,,,,,,,,,21.9425,22.4,9999999,22.88,21.88
,,,,,,,,,,,,22.56,23.29,76050080,23.31,22.47
,,,,,,,,,,,,23.2299,24.13,228364700,24.25,22.85
,,,,,,,,,,,,19.5,19.25,72281000,19.8,19.1
,,,,,,,,,,,,19.321,19.2,32269470,19.43,19.05
,,,,,,,,,,,,19,19,34769600,19.06,18.8
,,,,,,,,,,,,18.975,19.7,52059860,19.79,18.89
,,,,,,,,,,,,19.88,19.5,44020450,20.48,19.3718
,,,,,,,,,,,,19.48,19.68,21816100,19.69,19.3
,,,,,,,,,,,,19.52,19.68,20154860,19.88,19.49
,,,,,,,,,,,,19.5181,19.75,18743920,19.8,19.48
,,,,,,,,,,,,19.75,19.88,21803710,19.96,19.61
,,,,,,,,,,,,19.64,19.93,39282420,19.94,19.45
,,,,,,,,,,,,20.227,20.39,27125670,20.55,19.97
,,,,,,,,,,,,20.4,20.4,32190200,20.75,20.155
,,,,,,,,,,,,20.91,21.49,40483780,21.63,20.88
,,,,,,,,,,,,21.9475,22.32,46549400,22.4,21.41
,,,,,,,,,,,,21.83,22.295,31940720,22.49,21.8
,,,,,,,,,,,,22.27,22.08,29276680,22.49,21.82
,,,,,,,,,,,,21.99,22.08,51198150,22.59,21.73
,,,,,,,,,,,,21.66,20.57,65415370,21.95,20.5
,,,,,,,,,,,,20.32,20.99,30061050,21,20.16
,,,,,,,,,,,,20.62,20.145,38212360,20.78,19.8
,,,,,,,,,,,,20.28,21.2,46169460,21.21,20.22
,,,,,,,,,,,,20.79,21.78,78968380,21.98,20.3625
,,,,,,,,,,,,22.86,22.97,51163120,23.24,22.6
,,,,,,,,,,,,22.59,23.02,57115160,23.24,22.54
,,,,,,,,,,,,23.29,21.99,78525460,23.37,21.77
,,,,,,,,,,,,21.87,21.6,36696330,21.98,21.37
,,,,,,,,,,,,21.52,22.67,50593510,22.75,21.5
,,,,,,,,,,,,22,21.13,72707430,22.08,20.9
,,,,,,,,,,,,20.713,20.955,64896660,21.48,20.61
